,reviewtext,Rooms,Location,Cleanliness,Checkin,Service
317,"absolutely charming good value stayed numerous hotels seattle characterless star chains suites westin olympic past 45 plus years, inn queen anne really stands crowd, just best value accommodation seattle, loved place",,1.0,,,
318,"avings seattle did n't expect luxury price paid knew old building fine decor rooms small annoyances tried patience times like getting smoking room reservation non moved non 4 days later avail, no outlets bathroom did mirror main area new non-smok room having ask items daily maid service wash cloths bath mats maid service cleaned unwashed dishes bonus, observed items irons hair dryers extra pillows not available desk staff spoke did try help continually asked check later not accommodate, members staff spoke not knowledgable hotel lobby brochures pamphlets mags guided, looking no frills safe walking distances including great restaurants place, tips bring hair dryer iron remember no elevator building,  ",,,,,1.0
319,"good bargain hotel great little neighborhood seattle city center space needle key arena 5 minutes downtown, free shuttle materialized promised location near monorail seattle excellent bus, not luxurious definition lovely old building clean quiet rooms kitchenettes like extended stay hotel, staff courteous helpful, parking 10/night onstreet parking free weekends plentiful no events going arena, recommend inn looking safe central location bargain price,  ",1.0,,,,1.0
320,"good choice seattle said little gem boutique hotel edge downtown, old building nicely maintained restored people not like slightly old finish, loved, room floor building, meant quiet fairly clear view space needle 5 blocks away, room 2 queen size beds separate small sitting room kitchen, worked clean.the staff friendly professional, valet parking quick easy, location partial residential area homely feel outside lots good neighbourhood restaurants pubs, short walk seattle center provided access monorail quck trip downtown.we definitely stay seattle,  ",,,1.0,,1.0
321,"nice comfortable stay people ask stay hotel say yes, just careful room in.i stayed marqueen 4 nights business trip, review mentioning noise thought having spacious comfortable room important, arrived couple asked prefer quiet room, took quiet room 3rd floor, checking desk person did not ask preference just let took room gave, turned direct noisy bar 2nd floor room 204.",1.0,,,-1.0,
322,"nice touches arrived marqueen early hours moved noisy hotel downtown, receptionist helpful friendly colleague delivered earned bottle wine promptly room.all family friends hotel wedding, location easy reach space needle bars restaurants, welcomed use kitchen extras purchase basket room nice touch, staff courteous friendly turn service nice touch,  ",,1.0,,1.0,1.0
323,"perfect bride/groom guests, husband chose marqueen wedding hotel july, talking hotel seattle marqueen best rates rooms/amenities run stay 3 nights 4th free- check website deals, excellent location amazingly easy work",,1.0,,,
324,"close..but no sigar, stayed marqueen week, expensive, different experience staying typical hotel-chains, charming, variable service front-desk positive helpfull staff, room 211 spacius quite asked quite room got no view, window faced brick wall, probably better 3 floor.cleaning better hotel general soon general clean-up.close location space needle belltown,  ",,-1.0,,1.0,1.0
325,"fun charming just needed issues stayed marqueen days march tourist trip seattle intention hitting tourist sites having traveled seattle business times, marqueen location perfect seattle center space needle emp sci fi museum children museum theaters intiman seattle rep mccaw hall key arena, charming neighborhood good restaurants",,1.0,,,1.0
326,"gorgeous hotel great hotel huge elegant rooms, clean staff friendly helpful, fantastic value money great location interesting views seattle window seconds away seattle center, recommend anybody,  ",,1.0,1.0,,1.0
327,"charming great value marqueen stayed marqueen aug 15-21. staff accommodating holding room night flight cancelled not charging night cancellation, received floor hotel room requested booking internet site, rooms quite large convenient kitchen came handy staying week bringing home goodies pike place market, great location seattle center events opera, 20-25 minute walk market downtown enjoyed, coming home uphill challenge warm days, monorail convenient 2 block walk did not use, walk flights stairs chore not decent shape, great value 157/night attending opera nights location n't beat, coffee shop wonderful enjoyed 10 mercer dinner just appetizers drinks opera, clean, close transportation, offers car town did n't use, rented car nights parked street blocks away save valet fee hassle wanted use car, return price,  ",,1.0,,,1.0
328,"good choice marqueen place stay going key arena seattle center venues short walk away, building refurbished apartment house rooms bigger usual hotel room size kitchen separate sitting area, room elegantly furnished bed comfortable, staff cordial gave suggestions helped trip, wine-tasting event night stayed there.",1.0,1.0,,,1.0
329,"perfect needs marqueen nice change typical boxy hotel room, like brand new not love sense history appreciate marqueen, advise trip advisor asked room not bothered noise fact thought maybe ones not case, apartment nice equipped kitchen space, proximity market good restaurants kerry park seattle center monorail walking workable option, staff gracious,  ",,,,,1.0
330,"great location downtown currently staying mayflower park hotel, husband son stayed night arriving seattle, returned stay nights end travels flying sea-tac airport, contact hotel directly rate got cheaper going directly online aaa discount mayflower nice older hotel right heart downtown seattle, add hotels near location expensive just 6 blocks away cheaper cheaper mayflower land desirable location, mayflower old building renovated 90 clean decor like saying fancy mother laws house single bedroom small night fine barely fit luggage portacrib..this second time delux queen room upgraded free great size, bathrooms rooms nice clean tiny tastefully, desk really warm friendly restaurant bar site great, hope enjoy,  ",1.0,1.0,,,
331,"gem, just returned second delightful stay year mayflower park, 5th floor suite lovely sitting room separate bedroom, husband normally rises earlier perfect arrangement, wet sink bar coffee maker sitting room allows sit desk write enjoys morning coffee, comfy sofa armchair ottoman cocktail table windows sides make room pleasant place hang, enjoyed terrific lunch breakfast day andaluca nightcap oliver baseball game, rooms attractive friendly environments, hotel real winner feel totally home staying,  ",1.0,,,,
